,Serial Number,County,License Type Code,License Class Code,Certificate Number,Premise Name,DBA,Premise Address,Premise Address 2,Premise City,Premise State,Premise Zip,License Issued Date,License Expiration Date,Method of Operation,Days/Hours of Operation,Other,Georeference,Lat,Long
32811,1025616,NEW YORK,OP,252,909951,NATALEX REST INC,BURRITO LOCO,166 W 4TH STREET,,NEW YORK,NY,10014,09/09/2019,09/30/2021,RESTAURANT SERVING LIQUOR WINE CIDER AND BEER,,,,40.731928999999994,-74.00155144672132
32817,1282816,NEW YORK,RW,341,840904,CGI INC,BUS STOP DINER,3341 BROADWAY,STORE 1,NEW YORK,NY,10031,09/05/2019,08/31/2021,RESTAURANT SERVING BEER CIDER AND WINE ONLY,,Recorded Music,,40.8204375,-73.9551615
32819,1301864,NEW YORK,RW,341,840958,SHENSU XIAOZAI INC,XI'AN FAMOUS FOODS,38 E 23RD ST ,,NEW YORK,NY,10010,09/12/2019,09/30/2021,"RESTAURANT SERVING WINE, BEER AND CIDER",,Recorded Music Permitted and No Dancing,,40.893761213564886,-73.09687322238806
32832,1315890,NEW YORK,TW,344,904301,MAYANOKI LLC,MAYANOKI,620 E 6TH ST ,,NEW YORK,NY,10009,07/09/2019,06/30/2021,"TAVERN SERVING WINE, BEER AND CIDER     ",CB3 Stips: 6:30 PM to 11:30 PM Wed-Sun. Closed Mon-Tues,Recorded Music Permitted. No Dancing,,42.71360202040817,-73.71021989795918
32837,1320925,NEW YORK,RW,341,836198,SUSHI NOZAWA NYC LLC,SUGARFISH BY SUSHI NOZAWA,1740 BROADWAY,,NEW YORK,NY,10019,04/15/2020,03/31/2022,"RESTAURANT SELLING WINE, BEER, AND CIDER",,recorded music permitted,,40.76493705,-73.98167833520408
32838,1302669,NEW YORK,OP,252,915327,LA FONDA RESTAURANT AND TAPAS BAR INC,,169 E 106TH ST,,NEW YORK,NY,10029,02/12/2020,01/31/2022,RESTAURANT SERVING LIQUOR WINE BEER AND CIDER,CB 11 Stips:  Mo-Sa 11am-1am; Sunday 11am-12am,Recorded Music. No outdoor area.,,40.7919639,-73.94499525435934
32840,1025358,NEW YORK,OP,252,912835,REBA REALTY CORP,WALKER'S,16 N MOORE ST,,NEW YORK,NY,10013,11/18/2019,11/30/2021,TAVERN SERVING BEER CIDER WINE AND LIQUOR ,,,,42.64013832749312,-73.76979759161132
32846,1262225,NEW YORK,OP,252,917301,MUKEUNJI II INC ,,34 36 W 32ND ST ,,NEW YORK,NY,10001,04/24/2020,04/30/2022,RESTAURANT SERVING LIQUOR WINE CIDER & BEER,,"No Music & Dancing, Food Served.",,40.74779088,-73.98722508
32858,1310339,NEW YORK,AX,122,883195,VEDA FOODS INC,SHEEN BROTHERS,155 AVENUE B,SOUTH STORE,NEW YORK,NY,10009,08/08/2018,07/31/2021,GROCERY STORE SELLING BEER AND WINE PRODUCTS,,,,40.7266906,-73.9798946
32864,2152377,NEW YORK,VL,240,907885,STATUE CRUISES LLC,MISS ELLIS ISLAND,CASTLE CLINTON @ BATTERY PARK,,NEW YORK,NY,10004,07/17/2019,07/31/2021,VESSEL SERVING BEER CIDER WINE AND LIQUOR,"Ferry Service 8:30am to 5:30pm daily, Charter times vary",Live Music,,0.0,0.0
32865,1166051,NEW YORK,OP,252,912614,CHIPOTLE MEXICAN GRILL OF COLORADO LLC,CHIPOTLE MEXICAN GRILL #681,620 9TH AVE AKA 358 W 44 ST,43RD & 44TH STREETS,NEW YORK,NY,10036,11/07/2019,11/30/2021,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,,,,0.0,0.0
32867,1314438,NEW YORK,CT,246,889903,BENTO BROOKLYN LLC,BENTO ON HUDSON,675 HUDSON ST,STE 5S 5N,NEW YORK,NY,10014,02/07/2020,01/31/2022,"CATERING ESTABLISHMENT SERVING BEER, WINE, CIDER, AND LIQUOR",,Recorded and Live Music,,40.7402557,-74.0055355
32871,1305637,NEW YORK,OP,252,913568,LDV NOMAD LLC,SCARPETTA RESTAURANT,22 E 29TH ST,AKA 90 94 MADISON AVE,NEW YORK,NY,10016,12/11/2019,12/31/2021,RESTAURANT SERVING LIQUOR WINE BEER AND CIDER,,,,40.7445115,-73.9855322
32878,1225365,NEW YORK,OP,252,914501,KIARA FOODS INC,MANOLO TAPAS RESTAURANT,4165 4167 & 4169 BROADWAY,176 & 177 STREETS,NEW YORK,NY,10033,01/23/2020,02/28/2022,"RESTAURANT SERVING BEER, CIDER, WINE AND LIQUOR","CB Stips:SUN 12PM-12AM, MON-WED 12PM-11PM;THUR-SAT 12PM-1AM","MUSIC PERMITTED: RECORDED MUSIC & LIVE FOLKLORE SPANISH MUSIC ON FRIDAY, SATURDAY & SUNDAY",,0.0,0.0
32879,1252924,NEW YORK,OP,252,907435,EIGHTY THIRD AND FIRST LLC,FELICE,1593 1ST AVE,,NEW YORK,NY,10028,07/02/2019,07/31/2021,"RESTAURANT SERVING BEER, WINE, CIDER & LIQUOR","CB8 Stip: M-Th 4pm-2am, F-Su 11am - 2am (front doors & windows closed at 10pm)",recorded background music & live jazz music,,40.7573612,-73.9636133
32884,1275274,NEW YORK,OP,252,913958,"HOUSE OF HEALTH HEALING AND HAPPINESS INC, THE",CARAVAN OF DREAMS,405 E 6TH ST,,NEW YORK,NY,10009,12/31/2019,12/31/2021,SU - FR 11A - 11P    SA 11A - 12A ,Recorded  and Live Music ,"No DJ's , promoted or scheduled events",,42.713227265306124,-73.70808042857144
32885,1293013,NEW YORK,DX,126,900717,CVS ALBANY LLC,CVS/PHARMACY #10530,475 6TH AVE,,NEW YORK,NY,10011,05/31/2018,06/30/2021,DRUG STORE SELLING BEER CIDER AND WINE PRODUCTS,,,,40.7359028,-73.9981581
32894,1289757,NEW YORK,OP,252,911913,115 RESTAURANT CORP,ROW HOUSE ,2128 FREDERICK DOUGLASS BLVD,2126 FREDERICK DOUGLASS BLVD,NEW YORK,NY,10026,10/16/2019,10/31/2021,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,,Recorded/Live Music,,40.8035739,-73.9557558
32896,1269142,NEW YORK,OP,252,912075,LIAM STREET VENTURE LTD & MAGIC OF THINGS LLC,THE CAULDRON ,19 S WILLIAM ST,,NEW YORK,NY,10004,10/21/2019,10/31/2021,"RESTAURANT SERVING BEER, WINE, CIDER AND LIQUOR",CB STIP: hrs M-Sa 11am-2am Su 12pm-2am,Sidewalk cafe,,40.7044207,-74.01051458792628
32902,1307410,NEW YORK,DX,126,900952,CVS ALBANY LLC,CVS/PHARMACY #10970,305 E 86TH ST,,NEW YORK,NY,10028,05/31/2018,06/30/2021,DRUG STORE SELLING BEER CIDER AND WINE PRODUCTS,,,,40.7781479,-73.9512383
32918,1283731,NEW YORK,AX,128,909407,7 ELEVEN INC,7 ELEVEN STORE #37104H,1642 LEXINGTON AVE,,NEW YORK,NY,10029,10/26/2018,10/31/2021,GROCERY STORE SELLING BEER CIDER & WINE PRODUCTS,,,,40.790899,-73.9474517
32923,1245542,NEW YORK,CT,246,908757,CHEDEVILLE INC,STERLING AFFAIR,1216 FIFTH AVENUE,,NEW YORK,NY,10029,08/07/2019,09/30/2021,"CATERING ESTABLISHMENT SERVING BEER, WINE, CIDER & LIQUOR",,Basement & first four floors licensed,,42.79846255102041,-73.94965130612245
32926,1259591,NEW YORK,HL,242,913637,PC FESTIVUS LESSEE LLC & HIGHGATE HOTEL LP AS MGR,PARK CENTRAL HOTEL; WESTHOUSE,870 7TH AVE,,NEW YORK,NY,10019,12/16/2019,12/31/2021,HOTEL SERVING LIQUOR BEER CIDER AND WINE,,,,40.7646446,-73.9812106
32936,1284440,NEW YORK,OP,252,908559,LA VELA RISTORANTE INC,LA VELA DINING & BAR,558 11TH AVE,,NEW YORK,NY,10036,08/02/2019,08/31/2021,"RESTUARANT SERVING BEER, CIDER, WINE, AND LIQUOR.",CB Stips: SU-W 11AM - 11PM & TH-SA 11AM - 1AM,"Recorded/Live Music, No Amplified Live Music",,40.76123675,-73.99788925
32938,1022657,NEW YORK,CT,246,913687,NEW YORK UNIVERSITY,,40 WASHINGTON SQUARE SOUTH,,NEW YORK,NY,10012,12/18/2019,12/31/2021,"TAVERN RESTAURANT SERVING BEER, CIDER, WINE AND LIQUOR",,catering facility,,40.7306773,-73.9994085
32953,1180014,NEW YORK,A,122,913186,BRANCO & BRANCO 1 INC,JUST DELICIOUS,80 VARICK STREET,WATT & GRAND STREET,NEW YORK,NY,10013,02/07/2019,02/28/2022,GROCERY STORE SELLING BEER AND CIDER,,,,40.7234221,-74.0059705
32966,1302914,NEW YORK,OP,252,889226,53 LAPIDAR INC,REVOLUTION TACO & TEQUILA,53 STONE ST,,NEW YORK,NY,10004,08/16/2019,07/31/2021,"RESTAURANT SERVING LIQUOR, WINE, BEER AND CIDER",CB1 Stips:11 AM-2 AM All Days & Outdoor Area to Close by 10 PM All Days,"Recorded Music Permitted, No Dancing and Licensed Patio is Permitted",,40.7043755,-74.0103859
32977,1320180,NEW YORK,OP,252,889907,JOIE 22 LLC,JUA,36 E 22ND ST,,NEW YORK,NY,10010,02/11/2020,01/31/2022,"RESTAURANT SERVING LIQUOR, WINE, BEER AND CIDER",CB5 Stips: Alcohol service from 5 PM-12 AM; Patrons to leave by 12:30 AM,Recorded Music Permitted and No Dancing,,42.73166895833334,-73.69948722916666
32979,1234303,NEW YORK,OP,252,916337,CAFFE PICASSO LTD,OVEST PIZZOTECA,513 W 27TH STREET,10TH AVENUE & 11TH AVENUE,NEW YORK,NY,10001,03/13/2020,03/31/2022,RESTAURANT SERVING LIQUOR WINE CIDER & BEER,,,,40.75071105,-74.00304146380448
32985,1301519,NEW YORK,OP,252,909439,STARLAP INC,THE DANCER,202 CLINTON ST,,NEW YORK,NY,10002,08/23/2019,08/31/2021,BAR/TAVERN SERVING LIQUOR WINE BAR AND CIDER,CB3 Stips:  Mo-Fr 5pm-2am; Sa/Su 4pm-2am,"CB3 Stips:  Backround music only. No DJs, live music.  Happy Hr until 8pm. No outdoor area.",,40.713996,-73.9870459
32986,1024404,NEW YORK,OP,252,907489,W C O U RADIO INC,THE TILE BAR,115 1ST AVENUE,,NEW YORK,NY,10003,07/03/2019,08/31/2021,TAVERN SERVING BEER CIDER WINE AND LIQUOR,,,,40.7271503,-73.9858565
32993,1267960,NEW YORK,OP,252,908640,289 BLEECKER RESTAURANT LLC,THE LOYAL,289 BLEECKER STREET,,NEW YORK,NY,10014,08/05/2019,08/31/2021,ON PREMISE BEER CIDER WINE & LIQUOR,OPEN DAILY 8:00AM to 1:00AM ,,,40.7321386,-74.0033283
32996,1287672,NEW YORK,OP,252,908666,ROSIERAE'S INC,WALTER'S COTTAGE,500 W 43RD ST,,NEW YORK,NY,10036,08/05/2019,09/30/2021,BAR/TAVERN SERVING BEER CIDER WINE AND LIQUOR,CB stips: Hours 12pm-4am Su; 10am-4am M-F; 8am-4am Sat,"Recorded music; Doors/windows close 10pm M-Th, 11pm F-Sa",,40.7604284,-73.9955439
33013,1024356,NEW YORK,OP,252,910346,SILVET RESTAURANT CORP,IL CANTINORI,32 E 10TH STREET,,NEW YORK,NY,10003,09/17/2019,09/30/2021,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,,,,40.6476364,-73.9706957
33015,1293418,NEW YORK,AX,122,914041,BIG APPLE MEAT MARKET INC,BIG APPLE MEAT MARKET,529 9TH AVE,,NEW YORK,NY,10018,03/13/2019,04/30/2022,"GROCERY STORE SELLING BEER,CIDER AND WINE PRODUCTS",,,,40.7569252,-73.99409341939865
33016,1105483,NEW YORK,OP,252,921639,ZENITH CORPORATION,TRAILER PARK LOUNGE GRILL,271 WEST 23RD STREET,,NEW YORK,NY,10011,05/12/2020,03/31/2022,TAVERN SERVING BEER WINE CIDER AND LIQUOR,,,,40.74532115,-73.99780835
33020,1289261,NEW YORK,AX,122,907850,CITY PARK CONVENIENT STORE INC,,96 BAYARD ST,,NEW YORK,NY,10013,08/28/2018,10/31/2021,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,,,,40.7160763,-73.9995027
33025,1024878,NEW YORK,OP,252,915500,ELGIN THEATRE FOUNDATION INC,THE JOYCE THEATER,175 8TH AVE ,,NEW YORK,NY,10011,02/19/2020,02/28/2022,TAVERN SERVING LIQUOR WINE CIDER AND BEER,,State Shows,,40.74281765,-74.00071076242158
33030,1258760,NEW YORK,OP,252,912629,ROSE & CROWN CAFE LTD,THE CHURCHILL,45 E 28TH ST,1ST FL,NEW YORK,NY,10016,11/08/2019,11/30/2021,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,Su-Sa 11AM - 4AM,"Recorded Music, No Dancing, Food Served",,40.89682787755102,-73.09949414285714
33036,1288497,NEW YORK,OP,252,912212,SUGAR BEETS INC,MAMAN,239 CENTRE ST,,NEW YORK,NY,10013,10/23/2019,10/31/2021,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,CB stips: Hours - 7am-11pm 7 days a week; No sidewalk cafe,Recorded Music,,40.7202527,-73.9983375
33039,1307471,NEW YORK,CT,246,914357,BREAKING GROUND V LLC & COMMON GROUND MGMT CORP,PRINCE GEORGE BALLROOM,15 E 27TH ST,,NEW YORK,NY,10016,01/17/2020,01/31/2022,CATERING ESTABLISHMENT SERVING BEER WINE CIDER AND LIQUOR,,Recorded/Live/DJ Music; Patron Dancing,,40.7437677,-73.9868192
33043,1289653,NEW YORK,OP,252,914237,TANNADICE LLC,THE HAMILTON,998 AMSTERDAM AVE,,NEW YORK,NY,10025,01/15/2020,01/31/2022,"BAR/TAVERN SERVING BEER, CIDER, WINE & LIQUOR",,Recorded Background Music Only,,40.8027402,-73.9642554
33046,1260703,NEW YORK,OP,252,924023,54 BELOW LLC ,54 BELOW ,254 W 54TH ST ,,NEW YORK,NY,10019,07/15/2020,04/30/2022,"RESTAURANT SERVING BEER, CIDER, WINE AND LIQUOR ",,No Nite Club / No Cabaret ,,40.7643461,-73.98377859278992
33059,1306394,NEW YORK,RW,341,841760,"ATHENIAN NYC INC, THE",,224 E 10TH ST,WEST STORE,NEW YORK,NY,10003,12/13/2019,12/31/2021,RESTAURANT SERVING BEER CIDER AND WINE,CB Stips must be posted next to license,Recorded Music ,,40.7291469,-73.9855877
33065,1030525,NEW YORK,RW,341,841286,PEDRO A LOZANO,CABANA SALVADORENA REST,4384 BROADWAY,,NEW YORK,NY,10040,10/16/2019,09/30/2021,RESTAURANT SERVING BEER CIDER AND WINE ,,Recorded Music,,40.8542688,-73.9334615
33075,1300272,NEW YORK,RW,341,839737,26 EAST 60TH STREET HOSPITALITY LLC,CAFE BILBOQUET,26 E 60TH ST ,,NEW YORK,NY,10022,05/03/2019,06/30/2021,"RESTAURANT SERVING WINE, BEER AND CIDER",CB#8 Stips:  11pm all days,Recorded Musis Permitted and No Dancing,,40.763756,-73.97042971406329
33079,1256887,NEW YORK,OP,252,912879,STRIP HOUSE RESTAURANT NY LLC,STRIP HOUSE ,13 E 12TH ST,,NEW YORK,NY,10003,11/19/2019,11/30/2021,"RESTAURANT SERVING BEER, CIDER, WINE AND LIQUOR",,Recorded Music,,40.73446765,-73.99334274051807
33092,1303865,NEW YORK,OP,252,908217,CHIPOTLE MEXICAN GRILL OF COLORADO LLC,CHIPOTLE MEXICAN GRILL #2602,805 COLUMBUS AVE ,RKAPADIA@CHIPOTLE.COM,NEW YORK,NY,10025,07/25/2019,07/31/2021,"RESTAURANT SERVING LIQUOR, WINE, BEER AND CIDER     ",,Recorded Music	,,40.79495795,-73.96563348019853
33097,1109520,NEW YORK,L,222,908640,K & S MARKETING COMPANY INC,THOMPSON WINE & SPIRITS,222 THOMPSON STREET,,NEW YORK,NY,10012,09/19/2018,09/30/2021,LIQUOR STORE SELLING WINE AND LIQUOR ,,,,40.72912672222222,-73.99895083333334
33101,1286843,NEW YORK,AX,128,909485,7 ELEVEN INC,7 ELEVEN STORE #34917J,1412 1ST AVE,,NEW YORK,NY,10021,10/26/2018,10/31/2021,GROCERY STORE SELLING BEER CIDER & WINE PRODUCTS,,,,40.7695045,-73.9545314
33113,1229490,NEW YORK,AX,122,908795,16ST DELI & GROCERY INC,,279 1ST AVENUE,15TH AND 16TH STREETS STORE #1,NEW YORK,NY,10003,09/26/2018,11/30/2021,"GROCERY STORE SELLING BEER, CIDER, AND WINE PRODUCTS",,,,40.7326507,-73.9818536
33116,1318242,NEW YORK,OP,252,889424,74 PARSONS CORP,65 MARKET PLACE,65 BROADWAY,,NEW YORK,NY,10006,10/15/2019,09/30/2021,"RESTAURANT SERVING LIQUOR, WINE, BEER AND CIDER ON MEZZANINE LEVEL AND DELI/GROCERY- EATING AREA WITH BEER ONLY; NO LIQUOR ON THE FIRST FLOOR",CB#1 Stips:First floor: 24 hrs from Sun - Sat with Beer Service Stopping at 4 AM; Second Floor: 12 PM to 11 PM Sun - Sat,"No DJ's, Live Music, Recorded Background Music, No Promoted Events and No Dancing",,40.707308350000005,-74.01261742553027
33125,1023392,NEW YORK,HL,242,907908,STARHOTELS INTERNATIONAL CORP & HIGHGATE HOTELS LP,THE MICHELANGELO,152 W 51ST STREET,,NEW YORK,NY,10019,07/18/2019,07/31/2021,HOTEL SERVING BEER CIDER WINE AND LIQUOR,,,,40.76125745,-73.98277049913735
33131,1302998,NEW YORK,RW,341,841842,EAST AKINA SUSHI INC,AKINA SUSHI,424 E 14TH ST ,,NEW YORK,NY,10009,01/07/2020,12/31/2021,"RESTAURANT SERVING WINE, BEER AND CIDER",CB3Stips:Open daily 11:00am-10:45pm ; 10:00pm close front rear window,CB3Stips:No DJ's /live music/promoted events with a cover fee charged;post CB stip beside license,,40.7306978,-73.9814386
33134,1317062,NEW YORK,OP,252,889215,NEW AMSTERDAM BURGER AND BAR LLC,NEW AMSTERDAM BURGER BAR,680 COLUMBUS AVE,,NEW YORK,NY,10025,08/14/2019,07/31/2021,"RESTAURANT SERVING LIQUOR, WINE, BEER AND CIDER     ",,"Recorded Music Permitted, No Dancing and Licensed Sidewalk Cafe within Property Line is Permitted",,40.7911181,-73.9690804
33135,1308254,NEW YORK,OP,252,916906,EPHESUS CORP,SEVEN HILLS MEDITERRANEAN GRILL,158A W 72ND ST,,NEW YORK,NY,10023,04/01/2020,04/30/2022,"RESTAURANT SERVING LIQUOR, WINE, BEER AND CIDER",,,,40.778036,-73.98049648979593
33156,1220827,NEW YORK,L,222,902738,GRACE WINE & SPIRITS INC,,610 10TH AVENUE,,NEW YORK,NY,10036,07/05/2018,07/31/2021,LIQUOR STORE,"M-SA 8AM - 12AM, SU 12PM - 9PM",,,40.724552061224486,-73.68992663265306
33165,1290546,NEW YORK,OP,252,913943,LOCAL 92 INC,,92 2ND AVE NORTH STORE,,NEW YORK,NY,10003,12/31/2019,01/31/2022,RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,,"Recorded Music Permitted, No Dancing",,0.0,0.0
33186,1315929,NEW YORK,OP,252,916999,CAFÉ MATHIAS INC,HAVANA TACOS,210 220 NAGLE AVE ,"STORE 5,6,7",NEW YORK,NY,10034,04/06/2020,04/30/2022,"RESTAURANT SERVING BEER, WINE, CIDER AND LIQUOR ","FB Stips: 1am Closing, no promotors or DJ. Security guard on weekends. Hire Manager","Recorded music, Live Acoustic Music. No Sidewalk Cafe ",,40.8623128,-73.9230206
33217,1023162,NEW YORK,EB,141,917723,POST BILLIARDS CAFE INC,,154 POST AVENUE,,NEW YORK,NY,10034,09/18/2019,10/31/2021,TAVERN SERVING BEER AND CIDER,M-Su 12pm-3am,Pool Hall; Recorded & DJ Music; Security Guards,,40.86535885,-73.91886341376414
33221,1267689,NEW YORK,RW,341,841730,SASABUNE EXPRESS NEW YORK INC,SASABUNE EXPRESS NEW YORK,322 E 59TH ST,,NEW YORK,NY,10022,12/06/2019,12/31/2021,"RESTAURANT SERVING BEER, CIDER AND WINE ONLY",,,,40.642173755102036,-74.01911044897959
33222,2001383,ALBANY,RR,250,909608,AMTRAK N R P CORP,PENN STATION CAR 59,PENN STATION,UNDER OPTION B,NEW YORK,NY,10001,08/27/2019,09/30/2021,"RAILROAD CAR SERVING BEER, CIDER, WINE AND LIQUOR",,,,40.751037,-73.9906989
33223,1102035,NEW YORK,HL,242,914968,20 EAST 76TH STREET CO LLC,SURREY HOTEL,20 E 76TH STREET,,NEW YORK,NY,10021,02/04/2020,02/28/2022,HOTEL RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,,,,40.7743902,-73.9639545
33226,1314373,NEW YORK,OP,252,889394,CPW REST INC,LILLY'S COCKTAIL & WINE BAR,50 W 72ND ST,,NEW YORK,NY,10023,10/03/2019,09/30/2021,"BAR/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER",,"Recorded Music Permitted, No Dancing",,40.7771024,-73.9785029
33230,1027093,NEW YORK,OP,252,908035,120 EAST 56TH STREET REST CORP,MONTEBELLO,120 E 56TH STREET,,NEW YORK,NY,10022,07/22/2019,08/31/2021,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,,,,40.64668179591837,-74.02216404081632
33232,1288498,NEW YORK,OP,252,915065,ANNIE MOORES LLC,,22 E 41ST ST,,NEW YORK,NY,10017,02/06/2020,02/28/2022,"RESTAURANT SERVING BEER, WINE, CIDER AND LIQUOR     ",,"Recorded Music; Licensed Patio, (sidewalk cafe closes at 11pm everynight)",,40.752142,-73.98037207904977
33242,1288776,NEW YORK,OP,252,910607,VINTAGE 32 INC,TURNTABLE LP BAR & KARAOKE,34 W 32ND ST,5TH FL,NEW YORK,NY,10001,11/15/2019,10/31/2021,"KARAOKE BAR/TAVERN SERVING BEER, CIDER, WINE AND LIQUOR",,,,40.658705222222224,-74.00582381481482
33244,1300479,NEW YORK,HL,242,904440,LOEWS REGENCY NY HOTEL LLC,LOEWS REGENCY HOTEL,540 PARK AVE ,,NEW YORK,NY,10065,08/23/2019,08/31/2021,"HOTEL SERVING LIQUOR, WINE, BEER & CIDER",CB#8 Stip: No delivery bikes or bar crawls ,Recorded Music,,40.7644083,-73.9690397
33249,1264859,NEW YORK,WC,354,922449,ROSE GROUP PARK AVENUE LLC ,583 PARK AVENUE ,583 PARK AVE,,NEW YORK,NY,10065,11/19/2019,11/30/2021,CATERING FACILITY SERVING BEER CIDER & WINE,FB stip: no loading/unloading before 7:00 am & after 9:00 pm per agreed stipulations,Limited to 140 events per year,,40.76545725,-73.96745615134029
33252,1144290,NEW YORK,OP,252,915899,BD GORHAM LLC,,136 138 W 55TH ST,6TH AVENUE & 7TH AVENUE,NEW YORK,NY,10019,03/02/2020,02/28/2022,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,,,,40.7654145,-73.9838267
33253,1316265,NEW YORK,AX,128,917964,WHOLE FOODS MARKET GROUP INC,WHOLE FOODS MARKET,260 7TH AVE,,NEW YORK,NY,10001,11/26/2019,10/31/2021,"GROCERY STORE SELLING BEER,CIDER AND WINE PRODUCTS ",,,,40.72112935,-73.38133359219088
33258,1290511,NEW YORK,AX,122,912450,SEVEN SEAS 42ND ST LLC,FOOD EMPORIUM,452 W 43RD ST,,NEW YORK,NY,10036,01/09/2019,02/28/2022,"GROCERY STORE SELLING BEER, CIDER AND WINE PRODCUTS  ",,,,40.7598592,-73.9943408
33269,1301916,NEW YORK,OP,252,906418,NOI DUE CARNE INC,,139 141 W 69TH ST ,,NEW YORK,NY,10023,05/24/2019,06/30/2021,RESTAURANT SERVING BEER WINE AND LIQUOR,,,,40.77588165306122,-73.98093179591837
33271,1196864,NEW YORK,RW,341,841763,TIFFIN WALLA INC DBA CHENNAI GARDEN,BY TIFFIN WALLAH,127 E 28TH ST,,NEW YORK,NY,10016,12/16/2019,11/30/2021,RESTAURANT SERVING BEER CIDER AND WINE,,,,40.7429001,-73.982801
33278,1272286,NEW YORK,OP,252,912113,BUKEFAL LLC,CIBO E VINO,2416-2418 BROADWAY,,NEW YORK,NY,10024,10/21/2019,10/31/2021,"RESTAURANT SERVING LIQUOR, WINE, CIDER AND BEER",Licensed Sidwalk Cafe,"RECORDED AND LIVE MUSIC PERMITTED, NO DANCING",,42.656537,-73.748564
33279,1149357,NEW YORK,CT,246,916622,GOTHAM HALL OPERATING ENTITY LLC,GOTHAM HALL EVENTS,1356 BROADWAY,CRN OF 36TH ST & BROADWAY,NEW YORK,NY,10018,03/24/2020,04/30/2022,CATERING FACILITY SERVING BEER WINE CIDER AND LIQUOR,,,,40.75157,-73.9874121
33289,1289782,NEW YORK,A,122,910191,LAI LAI MINI MART & DISCOUNT INC,LAI LAI MINI MART DELI FOOD,4520 BROADWAY,,NEW YORK,NY,10040,11/21/2018,11/30/2021,GROCERY STORE SELLING BEER AND CIDER,,,,40.8584605,-73.9315007
33293,1306784,NEW YORK,OP,252,913319,267W LLC,BONCHON,267 W 23RD ST,,NEW YORK,NY,10011,12/03/2019,12/31/2021,"RESTAURANT SERVING LIQUOR, WINE, BEER AND CIDER",,Recorded Music Permitted and No Dancing,,40.74493211764706,-73.99740382352941
33294,1171794,NEW YORK,OP,252,915221,GC BALLROOM OPERATOR LLC,CIPRIANI 55 WALL STREET,55 WALL ST,,NEW YORK,NY,10005,02/10/2020,02/28/2022,RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,,,,40.70590315,-74.00934490134394
33298,1322338,NEW YORK,RW,341,831065,SUCCESS & PROSPERITY LLC,THAI-ISH,168 LEXINGTON AVE,,NEW YORK,NY,10016,01/24/2020,12/31/2021,"RESTAURANT SERVING BEER, WINE AND CIDER",,recorded music ,,40.744249499999995,-73.9815572
33315,1285244,NEW YORK,DX,126,900714,CVS ALBANY LLC,CVS/PHARMACY #10460,1172 3RD AVE,,NEW YORK,NY,10065,05/31/2018,06/30/2021,DRUG STORE SELLING BEER CIDER AND WINE PRODUCTS,,,,40.767459,-73.9626206
33320,1318749,NEW YORK,OP,252,889599,"MITCHELL SISTERS CORP, THE",GRILL ON THE HILL,1624 AMSTERDAM AVE,,NEW YORK,NY,10031,11/26/2019,10/31/2021,"RESTAURANT/BAR SERVING LIQUOR, WINE, BEER AND CIDER     ",,"Recorded, DJ, Live (acoustic  on occasion), no dancing",,40.8222409,-73.9500208
33325,1255014,NEW YORK,HL,242,911167,MARCEL AT GRAMERCY FB LLC,,201 E 24TH STREET,,NEW YORK,NY,10010,09/23/2019,09/30/2021,"HOTEL SERVING LIQUOR, CIDER WINE & BEER",,Includes Room Service & Mini Bars,,42.734185,-73.701096
33326,1303233,NEW YORK,CL,243,907522,SAINT ANDREW'S SOCIETY OF THE STATE OF NEW YORK,,150 E 55TH ST ,3RD FL,NEW YORK,NY,10022,07/05/2019,07/31/2021,"CLUB MEMBERS ONLY SERVING LIQUOR, WINE, BEER AND CIDER",,Recorded Music Permitted and No Dancing,,40.64688,-74.02098510204083
33336,1203688,NEW YORK,OP,252,913561,MARIN IN NYC LLC,PRINT,653 11TH AVE,LOBBY & ROOF,NEW YORK,NY,10036,12/11/2019,12/31/2021,RESTAURANT SERVING LIQUOR WINE CIDER & BEER,,,,40.764515,-73.9958863
33338,1222237,NEW YORK,OP,252,908312,HAPPY COOKING LLC,JOSEPH LEONARD,170 WAVERLY PLACE ,CORNER OF GROVE STREET,NEW YORK,NY,10014,07/29/2019,07/31/2021,RESTAURANT SERVING LIQUOR WINE CIDER & BEER,,,,40.7335936,-74.0016502
33345,1026238,NEW YORK,OP,252,914547,FITZGERALD EDIBLES INC,PJ CARNEYS,906 7TH AVE,,NEW YORK,NY,10019,01/24/2020,02/28/2022,TAVERN RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,,,,42.78780195363909,-73.66479751945207
